rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
534,7:35.04,,Vincent Kiprop CHEPKOK,1988-07-05,KEN,5,"Olympiastadion, Stockholm (SWE)",2012-08-17,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.04,SWE,24.0,2012
534,7:35.04,,Getnet WALE,2000-07-16,ETH,3,"Arena Stade Couvert, Liévin (FRA) (i)",2024-02-10,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,455.04,FRA,23.0,2024
536,7:35.06,,Caleb Mwangangi NDIKU,1992-10-09,KEN,1,"Sports Park Mladost, Zagreb (CRO)",2013-09-03,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.06,CRO,20.0,2013
536,7:35.06,,Isaac Kiprono SONGOK,1984-04-25,KEN,2,"Stade Louis II, Monaco (MON)",2008-07-29,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.06,MON,24.0,2008
536,7:35.06,,Stewart MCSWEYN,1995-06-01,AUS,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-08-26,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.06,SUI,26.0,2021
536,7:35.06,,Hobbs KESSLER,2003-03-15,USA,4,"The Track at New Balance, Boston, MA (USA) (i)",2025-02-02,1233.0,3000-metres,middlelong,male,senior,3000-metres,track,455.06,USA,21.0,2025
536,7:35.06,,Serhiy LEBID,1975-07-15,UKR,2,"Stade Louis II, Monaco (MON)",2002-07-19,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.06,MON,27.0,2002
25,7:35.08,,Sammy KIPKETER,1981-09-29,KEN,5,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,1207.0,3000-metres,middlelong,male,u20,3000-metres,track,455.08,FRA,17.0,1999
541,7:35.08,,Aloys NIZIGAMA,1966-06-18,BDI,2,Nice (FRA),1994-07-18,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.08,FRA,28.0,1994
541,7:35.08,,Sammy KIPKETER,1981-09-29,KEN,5,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.08,FRA,17.0,1999
543,7:35.11,,Bernard LAGAT,1974-12-12,USA,7,"Olympiastadion, Berlin (GER)",2010-08-22,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.11,GER,35.0,2010
543,7:35.11,,Yann SCHRUB,1996-03-20,FRA,2f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",2025-02-08,1232.0,3000-metres,middlelong,male,senior,3000-metres,track,455.11,FRA,28.0,2025
545,7:35.12,,Jonas RAESS,1994-03-08,SUI,3,"Sports Park Mladost, Zagreb (CRO)",2023-09-10,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.12,CRO,29.0,2023
546,7:35.13,,Caleb Mwangangi NDIKU,1992-10-09,KEN,1,"Stade Louis II, Monaco (MON)",2015-07-17,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.13,MON,22.0,2015
547,7:35.15,,Mo FARAH,1983-03-23,GBR,1,"Olympic Stadium, London (GBR)",2017-07-09,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.15,GBR,34.0,2017
547,7:35.15,,Moses KIPTANUI,1970-10-01,KEN,1,Gent (BEL) (i),1995-02-12,1232.0,3000-metres,middlelong,male,senior,3000-metres,track,455.15,BEL,24.0,1995
549,7:35.16,,Evan JAGER,1989-03-08,USA,6,"Olympiastadion, Stockholm (SWE)",2012-08-17,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.16,SWE,23.0,2012
549,7:35.16,,Darragh MCELHINNEY,2000-11-09,IRL,7,"Nemzeti Atlétikai Központ, Budapest (HUN)",2025-08-12,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.16,HUN,24.0,2025
549,7:35.16,,Egide NTAKARUTIMANA,1997-10-21,BDI,6,"Nemzeti Atlétikai Központ, Budapest (HUN)",2025-08-12,1207.0,3000-metres,middlelong,male,senior,3000-metres,track,455.16,HUN,27.0,2025
552,7:35.18,,Andrew BUTCHART,1991-10-14,GBR,3,"International Stadium, Gateshead (GBR)",2021-07-13,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.18,GBR,29.0,2021
552,7:35.18,,Brahim LAHLAFI,1968-04-15,MAR,5,"Stade de France, Paris-St-Denis (FRA)",2000-06-23,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.18,FRA,32.0,2000
554,7:35.2h,,Brendan FOSTER,1948-01-12,GBR,1,Gateshead (GBR),1974-08-03,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.2,GBR,26.0,1974
554,7:35.20,,Paul BITOK,1970-06-26,KEN,7,"Stade Louis II, Monaco (MON)",2000-08-18,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.2,MON,30.0,2000
556,7:35.22,,Jamal Bilal SALEM,1978-09-12,QAT,2,Naimette-Xhovémont (BEL),2006-07-19,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.22,BEL,27.0,2006
557,7:35.23,,Paul KOECH,1969-06-25,KEN,9,Nice (FRA),1997-07-16,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.23,FRA,28.0,1997
557,7:35.23,,Moses KIPTANUI,1970-10-01,KEN,3,Nice (FRA),1994-07-18,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.23,FRA,23.0,1994
559,7:35.24,,Haile GEBRSELASSIE,1973-04-18,ETH,1,"Boston, MA (USA) (i)",2004-01-31,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,455.24,USA,30.0,2004
559,7:35.24,,Jonas RAESS,1994-03-08,SUI,5,"Armory Track&Field Center, New York, NY (USA) (i)",2023-02-11,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,455.24,USA,28.0,2023
559,7:35.24,,Ismail SGHYR,1972-03-16,MAR,4,Köln (GER),1996-08-16,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.24,GER,24.0,1996
562,7:35.26,,Adel MECHAAL,1990-12-05,ESP,3,"Gallur, Madrid (ESP) (i)",2022-03-02,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,455.26,ESP,31.0,2022
563,7:35.28,,Adel MECHAAL,1990-12-05,ESP,5,"Stade Charléty, Paris (FRA)",2017-07-01,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.28,FRA,26.0,2017
563,7:35.28,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,2,"Stadio Guidobaldi, Rieti (ITA)",2014-09-07,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.28,ITA,32.0,2014
565,7:35.29,,Kuma GIRMA,2005-11-24,ETH,6,"Arena Stade Couvert, Liévin (FRA) (i)",2025-02-13,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,455.29,FRA,19.0,2025
565,7:35.29,,Mohamed KATIR,1998-02-17,ESP,2,"Europahalle, Karlsruhe (GER) (i)",2021-01-29,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,455.29,GER,22.0,2021
567,7:35.30,,Luke KIPKOSGEI,1975-11-27,KEN,6,Bruxelles (BEL),1999-09-03,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.3,BEL,23.0,1999
568,7:35.32,,Fita BAYISSA,1972-12-15,ETH,5,Köln (GER),1996-08-16,1206.0,3000-metres,middlelong,male,senior,3000-metres,track,455.32,GER,23.0,1996
569,7:35.33,,Bob KENNEDY,1970-08-18,USA,4,Nice (FRA),1994-07-18,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.33,FRA,23.0,1994
570,7:35.34,,Jacob KROP,2001-06-04,KEN,4,"International Stadium, Gateshead (GBR)",2021-07-13,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.34,GBR,20.0,2021
571,7:35.35,,Mushir Salim JAWHER,1978-06-13,KEN,3,Nice (FRA),2001-07-09,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.35,FRA,23.0,2001
571,7:35.35,,Cole HOCKER,2001-06-06,USA,,"Armory Track&Field Center, New York, NY (USA) (i)",2024-02-11,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,455.35,USA,22.0,2024
571,7:35.35,,Mohamed AMYN,1976-03-25,MAR,2,Nice (FRA),2001-07-09,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.35,FRA,25.0,2001
574,7:35.37,,Dejen GEBREMESKEL,1989-11-24,ETH,1,"Boston, MA (USA) (i)",2011-02-05,1231.0,3000-metres,middlelong,male,senior,3000-metres,track,455.37,USA,21.0,2011
575,7:35.41,,Bernard LAGAT,1974-12-12,USA,1,"Schleyer Halle, Stuttgart (GER) (i)",2009-02-07,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,455.41,GER,34.0,2009
575,7:35.41,,Caleb Mwangangi NDIKU,1992-10-09,KEN,1,"Puskás Ferenc Stadion, Budapest (HUN)",2012-08-20,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.41,HUN,19.0,2012
575,7:35.41,,Hicham BOUAOUCHIE,1974-06-16,MAR,2,Lille (FRA),1998-07-11,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.41,FRA,24.0,1998
575,7:35.41,,Bob KENNEDY,1970-08-18,USA,6,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.41,FRA,28.0,1999
579,7:35.42,,Caleb Mwangangi NDIKU,1992-10-09,KEN,4,Stockholm (SWE) (i),2012-02-23,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,455.42,SWE,19.0,2012
580,7:35.43,,Yobes ONDIEKI,1961-02-21,KEN,1,Villeneuve d'Ascq (FRA),1989-06-25,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.43,FRA,28.0,1989
580,7:35.43,,Arne GABIUS,1981-03-22,GER,7,"Olympiastadion, Stockholm (SWE)",2012-08-17,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.43,SWE,31.0,2012
582,7:35.44,,Remmy Limo NDIWA,1988-02-03,KEN,4,"Mestský Stadion, Ostrava (CZE)",2010-05-27,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.44,CZE,22.0,2010
582,7:35.44,,Jonas CHERUIYOT,1984-01-11,KEN,2,Stockholm (SWE),2007-08-07,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.44,SWE,23.0,2007
584,7:35.45,,Collis BIRMINGHAM,1984-12-27,AUS,8,"Olympiastadion, Stockholm (SWE)",2012-08-17,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.45,SWE,27.0,2012
585,7:35.46,,Cornelius KEMBOI,2000-02-29,KEN,2,"Letzigrund, Zürich (SUI)",2024-09-05,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.46,SUI,24.0,2024
585,7:35.46,,Noah NGENY,1978-11-02,KEN,1,Sevilla (ESP),2000-06-09,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.46,ESP,21.0,2000
587,7:35.47,,Moses KIPTANUI,1970-10-01,KEN,2,Nice (FRA),1992-07-15,1205.0,3000-metres,middlelong,male,senior,3000-metres,track,455.47,FRA,21.0,1992
587,7:35.47,,Liam MURPHY,2002-02-04,USA,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2025-02-08,1230.0,3000-metres,middlelong,male,senior,3000-metres,track,455.47,USA,23.0,2025
589,7:35.50,,Bouabdellah TAHRI,1978-12-20,FRA,6,"Stadio Guidobaldi, Rieti (ITA)",2010-08-29,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.5,ITA,31.0,2010
589,7:35.50,,Bob KENNEDY,1970-08-18,USA,7,Bruxelles (BEL),1999-09-03,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.5,BEL,29.0,1999
591,7:35.51,,Ismail SGHYR,1972-03-16,MAR,3,Oslo (NOR),1995-07-21,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.51,NOR,23.0,1995
26,7:35.52,,Philip MOSIMA,1977-01-02,KEN,1,London (GBR),1996-07-12,1204.0,3000-metres,middlelong,male,u20,3000-metres,track,455.52,GBR,19.0,1996
592,7:35.52,,Philip MOSIMA,1977-01-02,KEN,1,London (GBR),1996-07-12,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.52,GBR,19.0,1996
593,7:35.53,,James Kwalia C'KURUI,1984-06-12,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.53,BEL,19.0,2003
27,7:35.53,,James Kwalia C'KURUI,1984-06-12,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",2003-09-05,1204.0,3000-metres,middlelong,male,u20,3000-metres,track,455.53,BEL,19.0,2003
593,7:35.53,,Ben TRUE,1985-12-29,USA,6,"Stade Charléty, Paris (FRA)",2017-07-01,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.53,FRA,31.0,2017
593,7:35.53,,Albert ROP,1992-07-17,BRN,2,"Sports Park Mladost, Zagreb (CRO)",2013-09-03,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.53,CRO,21.0,2013
596,7:35.56,,Tom NYARIKI,1971-09-27,KEN,5,Bruxelles (BEL),1996-08-23,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.56,BEL,24.0,1996
597,7:35.57,,Lucas Kimeli ROTICH,1990-04-16,KEN,13,"Suhaim bin Hamad Stadium, Doha (QAT)",2011-05-06,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.57,QAT,21.0,2011
598,7:35.60,,Mustapha ESSAÏD,1970-01-20,FRA,3,Lille (FRA),1998-07-11,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.6,FRA,28.0,1998
598,7:35.60,,Eric DUBUS,1966-02-28,FRA,4,Köln (GER),1995-08-18,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.6,GER,29.0,1995
600,7:35.61,,Million WOLDE,1979-03-17,ETH,4,Stuttgart (GER),1999-06-06,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.61,GER,20.0,1999
600,7:35.61,,Yusuf Kibet BIWOTT,1986-11-12,KEN,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",2006-07-11,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.61,SUI,19.0,2006
600,7:35.61,,Shem KORORIA,1972-09-25,KEN,6,Köln (GER),1996-08-16,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.61,GER,23.0,1996
600,7:35.61,,Brahim LAHLAFI,1968-04-15,MAR,6,Paris (FRA),1998-07-29,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.61,FRA,30.0,1998
600,7:35.61,,Dieter BAUMANN,1965-02-09,GER,8,"Bislett Stadion, Oslo (NOR)",1998-07-09,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.61,NOR,33.0,1998
605,7:35.62,,Yusuf Kibet BIWOTT,1986-11-12,KEN,10,Rieti (ITA),2009-09-06,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.62,ITA,22.0,2009
606,7:35.63,,Sean MCGORTY,1995-03-08,USA,3,"Stade Charléty, Paris (FRA)",2024-07-07,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.63,FRA,29.0,2024
607,7:35.64,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,3,Stockholm (SWE),2007-08-07,1204.0,3000-metres,middlelong,male,senior,3000-metres,track,455.64,SWE,25.0,2007
608,7:35.65,,Matthew RAMSDEN,1997-07-23,AUS,5,"International Stadium, Gateshead (GBR)",2021-07-13,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.65,GBR,23.0,2021
608,7:35.65,,Boaz CHEBOIYWO,1978-08-02,KEN,1,"Fayetteville, AR (USA) (i)",2006-02-10,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,455.65,USA,27.0,2006
610,7:35.66,,Albert ROP,1992-07-17,KEN,5,"Stadio Guidobaldi, Rieti (ITA)",2011-09-10,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.66,ITA,19.0,2011
28,7:35.66,,Albert ROP,1992-07-17,KEN,5,"Stadio Guidobaldi, Rieti (ITA)",2011-09-10,1203.0,3000-metres,middlelong,male,u20,3000-metres,track,455.66,ITA,19.0,2011
610,7:35.66,,Moses KIPTANUI,1970-10-01,KEN,2,Stuttgart (GER) (i),1998-02-01,1229.0,3000-metres,middlelong,male,senior,3000-metres,track,455.66,GER,27.0,1998
610,7:35.66,,Salah HISSOU,1972-01-16,MAR,1,Nice (FRA),1995-07-12,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.66,FRA,23.0,1995
613,7:35.68,,Matt TEGENKAMP,1982-01-19,USA,4,Stockholm (SWE),2007-08-07,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.68,SWE,25.0,2007
613,7:35.68,,Moses KIPTANUI,1970-10-01,KEN,2,London (GBR),1996-07-12,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.68,GBR,25.0,1996
615,7:35.69,,Moses Ndiema KIPSIRO,1986-09-02,UGA,1,"International Stadium, Gateshead (GBR)",2009-08-31,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.69,GBR,23.0,2009
615,7:35.69,,Yusuf Kibet BIWOTT,1986-11-12,KEN,5,Rieti (ITA),2006-08-27,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.69,ITA,19.0,2006
617,7:35.71,,Selemon BAREGA,2000-01-20,ETH,1,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",2020-02-04,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,455.71,GER,20.0,2020
617,7:35.71,,Arturo BARRIOS,1963-12-12,MEX,2,Nice (FRA),1989-07-10,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.71,FRA,25.0,1989
617,7:35.71,,Salah EL GHAZI,1975-11-02,MAR,3,"Stade Louis II, Monaco (MON)",2002-07-19,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.71,MON,26.0,2002
620,7:35.72,,Sammy KIPKETER,1981-09-29,KEN,8,"Stade Louis II, Monaco (MON)",2000-08-18,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.72,MON,18.0,2000
29,7:35.72,,Sammy KIPKETER,1981-09-29,KEN,8,"Stade Louis II, Monaco (MON)",2000-08-18,1203.0,3000-metres,middlelong,male,u20,3000-metres,track,455.72,MON,18.0,2000
621,7:35.73,,Charles PHILIBERT-THIBOUTOT,1990-12-31,CAN,4,"Stade Charléty, Paris (FRA)",2024-07-07,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.73,FRA,33.0,2024
621,7:35.73,,Mohamed KATIR,1998-02-17,ESP,4,"Gallur, Madrid (ESP) (i)",2022-03-02,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,455.73,ESP,24.0,2022
621,7:35.73,,Hagos GEBRHIWET,1994-05-11,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",2014-02-15,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,455.73,GBR,19.0,2014
624,7:35.75,,Narve Gilje NORDÅS,1998-09-30,NOR,1,"Fana Stadion, Bergen (NOR)",2024-05-22,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.75,NOR,25.0,2024
625,7:35.77,,Abderrahim GOUMRI,1976-05-21,MAR,1,Bruxelles (BEL),2002-08-30,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.77,BEL,26.0,2002
30,7:35.78,,Berihu AREGAWI,2001-02-28,ETH,5,"Arena Stade Couvert, Liévin (FRA) (i)",2020-02-19,1228.0,3000-metres,middlelong,male,u20,3000-metres,track,455.78,FRA,18.0,2020
626,7:35.78,,Morgan MCDONALD,1996-04-23,AUS,4,"Sports Park Mladost, Zagreb (CRO)",2023-09-10,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.78,CRO,27.0,2023
626,7:35.78,,Berihu AREGAWI,2001-02-28,ETH,5,"Arena Stade Couvert, Liévin (FRA) (i)",2020-02-19,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,455.78,FRA,18.0,2020
628,7:35.79,,Moses KIPTANUI,1970-10-01,KEN,2,Köln (GER),1993-08-01,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.79,GER,22.0,1993
629,7:35.80,,Abdellah BÉHAR,1963-07-05,FRA,6,Nice (FRA),1996-07-10,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.8,FRA,33.0,1996
629,7:35.80,,Daniel KOMEN,1976-05-17,KEN,3,"Olympiastadion, Berlin (GER)",2000-09-01,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.8,GER,24.0,2000
629,7:35.80,,Brahim LAHLAFI,1968-04-15,MAR,7,Köln (GER),1996-08-16,1203.0,3000-metres,middlelong,male,senior,3000-metres,track,455.8,GER,28.0,1996
632,7:35.81,,Mushir Salim JAWHER,1978-06-13,BRN,4,"Boudewijnstadion, Bruxelles (BEL)",2004-09-03,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.81,BEL,26.0,2004
632,7:35.81,,Mo FARAH,1983-03-23,GBR,2,"Boston, MA (USA) (i)",2011-02-05,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,455.81,USA,27.0,2011
634,7:35.82,,Paul BITOK,1970-06-26,KEN,1,Rieti (ITA),1999-09-05,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.82,ITA,29.0,1999
634,7:35.82,,Grant FISHER,1997-04-22,USA,5,"Arena Stade Couvert, Liévin (FRA) (i)",2023-02-15,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,455.82,FRA,25.0,2023
636,7:35.83,,Anacleto JIMÉNEZ,1967-02-24,ESP,9,"Bislett Stadion, Oslo (NOR)",1998-07-09,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.83,NOR,31.0,1998
637,7:35.84,,Isaac Kiprono SONGOK,1984-04-25,KEN,1,Stockholm (SWE),2005-07-26,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.84,SWE,21.0,2005
637,7:35.84,,Ismail SGHYR,1972-03-16,MAR,4,Lausanne (SUI),1996-07-03,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.84,SUI,24.0,1996
637,7:35.84,,Million WOLDE,1979-03-17,ETH,1,Stuttgart (GER) (i),2000-02-06,1228.0,3000-metres,middlelong,male,senior,3000-metres,track,455.84,GER,20.0,2000
637,7:35.84,,Doug PADILLA,1956-10-04,USA,1,Oslo (NOR),1983-07-09,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.84,NOR,26.0,1983
641,7:35.87,,Kaan Kigen ÖZBILEN,1986-01-15,KEN,3,"International Stadium, Gateshead (GBR)",2006-06-11,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.87,GBR,20.0,2006
642,7:35.88,,Boniface Kiprotich SONGOK,1980-12-25,KEN,4,Doha (QAT),2007-05-11,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.88,QAT,26.0,2007
643,7:35.90,,Haile GEBRSELASSIE,1973-04-18,ETH,1,"Stade Louis II, Monaco (MON)",1995-09-09,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.9,MON,22.0,1995
644,7:35.91,,Justus SOGET,1999-10-22,KEN,6,"Bislett Stadion, Oslo (NOR)",2021-07-01,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.91,NOR,21.0,2021
644,7:35.91,,Vénuste NIYONGABO,1973-12-09,BDI,2,"Stade Louis II, Monaco (MON)",1995-09-09,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.91,MON,21.0,1995
644,7:35.91,,Sammy KIPKETER,1981-09-29,KEN,4,"Stade Louis II, Monaco (MON)",2002-07-19,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.91,MON,20.0,2002
647,7:35.92,,Bernard LAGAT,1974-12-12,USA,1,"Eugene, OR (USA)",2009-06-07,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.92,USA,34.0,2009
647,7:35.92,,Brahim JABBOUR,1970-10-02,MAR,7,"Stade de France, Paris-St-Denis (FRA)",1999-07-21,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.92,FRA,28.0,1999
649,7:35.94,,Paul BITOK,1970-06-26,KEN,5,"Stade Louis II, Monaco (MON)",2002-07-19,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.94,MON,32.0,2002
650,7:35.95,,Dieter BAUMANN,1965-02-09,GER,3,Köln (GER),1997-08-24,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.95,GER,32.0,1997
651,7:35.96,,Leonard Patrick KOMON,1988-01-10,KEN,6,"Stade Louis II, Monaco (MON)",2009-07-28,1202.0,3000-metres,middlelong,male,senior,3000-metres,track,455.96,MON,21.0,2009
652,7:35.97,,Martin KEINO,1972-06-20,KEN,7,"Stade Louis II, Monaco (MON)",1997-08-16,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,455.97,MON,25.0,1997
653,7:35.98,,Shadrack KORIR,1978-12-14,KEN,3f1,"Velódromo Luis Puig, Valencia (ESP) (i)",2009-02-14,1227.0,3000-metres,middlelong,male,senior,3000-metres,track,455.98,ESP,30.0,2009
653,7:35.98,,Assefa MEZGEBU,1978-06-19,ETH,8,Bruxelles (BEL),2001-08-24,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,455.98,BEL,23.0,2001
655,7:35.99,,Mushir Salim JAWHER,1978-06-13,BRN,5,"Stade Louis II, Monaco (MON)",2007-07-25,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,455.99,MON,29.0,2007
656,7:36.02,,Benjamin LIMO,1974-08-23,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2002-07-02,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,456.02,SUI,27.0,2002
656,7:36.02,,Assefa MEZGEBU,1978-06-19,ETH,10,"Bislett Stadion, Oslo (NOR)",1998-07-09,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,456.02,NOR,20.0,1998
658,7:36.03,,Getnet WALE,2000-07-16,ETH,2,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",2020-02-04,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,456.03,GER,19.0,2020
659,7:36.04,,Bob KENNEDY,1970-08-18,USA,3,London (GBR),1996-07-12,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,456.04,GBR,25.0,1996
660,7:36.05,,Wilson Boit KIPKETER,1973-10-06,KEN,1,"FBK Stadium, Hengelo (NED)",1998-06-01,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,456.05,NED,24.0,1998
661,7:36.08,,Kenenisa BEKELE,1982-06-13,ETH,1,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-02-09,1226.0,3000-metres,middlelong,male,senior,3000-metres,track,456.08,ESP,25.0,2008
661,7:36.08,,Abraham CHEBII,1979-12-23,KEN,3,"Stade Louis II, Monaco (MON)",2008-07-29,1201.0,3000-metres,middlelong,male,senior,3000-metres,track,456.08,MON,28.0,2008
